"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"gbif",153.628561,-28.611482,NA,"Paracanthurus hepatus"
"gbif",152.70794,-24.116345,NA,"Paracanthurus hepatus"
"gbif",179.110489,-17.076469,NA,"Paracanthurus hepatus"
"gbif",179.109836,-17.077753,NA,"Paracanthurus hepatus"
"gbif",121.1,13.53373,NA,"Paracanthurus hepatus"
"gbif",105.668707,-10.423094,NA,"Paracanthurus hepatus"
"gbif",153.389246,-29.927833,NA,"Paracanthurus hepatus"
"gbif",105.660447,-10.3931,NA,"Paracanthurus hepatus"
"gbif",119.529705,-8.481814,NA,"Paracanthurus hepatus"
"gbif",158.200635,-8.612647,NA,"Paracanthurus hepatus"
"gbif",124.737952,1.615687,NA,"Paracanthurus hepatus"
"gbif",120.972905,13.522638,NA,"Paracanthurus hepatus"
"gbif",120.99116,13.51857,NA,"Paracanthurus hepatus"
"gbif",118.630011,4.116129,NA,"Paracanthurus hepatus"
"gbif",153.629233,-28.611023,NA,"Paracanthurus hepatus"
"gbif",145.996625,-16.428461,NA,"Paracanthurus hepatus"
"gbif",128.557778,27.328333,20,"Paracanthurus hepatus"
"gbif",39.379703,-4.714799,NA,"Paracanthurus hepatus"
"gbif",179.940548,-16.767523,NA,"Paracanthurus hepatus"
"gbif",-176.461758,0.18688,20.7,"Paracanthurus hepatus"
"gbif",-176.620026,0.798243,5.45,"Paracanthurus hepatus"
"gbif",-162.464716,6.384268,10.6,"Paracanthurus hepatus"
"gbif",152.43017,-23.89088,5,"Paracanthurus hepatus"
"gbif",151.98242,-23.32297,5,"Paracanthurus hepatus"
"gbif",35.08851,-21.15137,NA,"Paracanthurus hepatus"
"gbif",35.40329,-23.8176,NA,"Paracanthurus hepatus"
"gbif",55.727806,-4.279653,NA,"Paracanthurus hepatus"
"gbif",55.865309,-4.288243,NA,"Paracanthurus hepatus"
"gbif",55.674129,-4.258536,NA,"Paracanthurus hepatus"
"gbif",119.627393,-8.530476,NA,"Paracanthurus hepatus"
"gbif",152.710228,-24.110377,NA,"Paracanthurus hepatus"
"gbif",130.632815,-0.584608,NA,"Paracanthurus hepatus"
"gbif",178.985925,-17.575953,NA,"Paracanthurus hepatus"
"gbif",-174.18171,-18.15824,6,"Paracanthurus hepatus"
"gbif",32.679877,-27.535837,NA,"Paracanthurus hepatus"
"gbif",-174.2058,-18.17188,6,"Paracanthurus hepatus"
"gbif",-174.18214,-18.16779,11.3,"Paracanthurus hepatus"
"gbif",-174.18214,-18.16779,5,"Paracanthurus hepatus"
"gbif",150.718904,-2.75749,NA,"Paracanthurus hepatus"
"gbif",120.913632,13.686601,NA,"Paracanthurus hepatus"
"gbif",39.381621,-5.820478,NA,"Paracanthurus hepatus"
"gbif",-174.07435,-18.671667,7,"Paracanthurus hepatus"
"gbif",145.568113,14.865178,13.5,"Paracanthurus hepatus"
"gbif",145.530071,14.838945,15.4,"Paracanthurus hepatus"
"gbif",145.530071,14.838945,16.5,"Paracanthurus hepatus"
"gbif",55.30145,-21.23971,NA,"Paracanthurus hepatus"
"gbif",55.27931,-21.17037,NA,"Paracanthurus hepatus"
"gbif",55.27962,-21.20596,NA,"Paracanthurus hepatus"
"gbif",55.27898,-21.20515,NA,"Paracanthurus hepatus"
"gbif",55.21433,-21.03507,NA,"Paracanthurus hepatus"
"gbif",55.29266,-21.2331,NA,"Paracanthurus hepatus"
"gbif",55.22368,-21.07384,NA,"Paracanthurus hepatus"
"gbif",144.763832,13.282353,11.4,"Paracanthurus hepatus"
"gbif",145.761289,18.090721,20.6,"Paracanthurus hepatus"
"gbif",145.744785,18.093946,23.4,"Paracanthurus hepatus"
"gbif",145.791789,18.169705,24.4,"Paracanthurus hepatus"
"gbif",145.791789,18.169705,23.7,"Paracanthurus hepatus"
"gbif",145.705884,18.050178,21.3,"Paracanthurus hepatus"
"gbif",145.705884,18.050178,21.35,"Paracanthurus hepatus"
"gbif",145.753687,18.144987,14.2,"Paracanthurus hepatus"
"gbif",145.726526,18.085108,12.25,"Paracanthurus hepatus"
"gbif",145.168395,14.108882,24.85,"Paracanthurus hepatus"
"gbif",145.285454,14.169204,9.3,"Paracanthurus hepatus"
"gbif",145.285454,14.169204,9.7,"Paracanthurus hepatus"
"gbif",145.678863,15.13421,21,"Paracanthurus hepatus"
"gbif",145.703956,15.192456,4.8,"Paracanthurus hepatus"
"gbif",145.70275,15.111052,16.2,"Paracanthurus hepatus"
"gbif",145.70275,15.111052,15.6,"Paracanthurus hepatus"
"gbif",145.792591,15.274841,9.2,"Paracanthurus hepatus"
"gbif",145.792591,15.274841,8.65,"Paracanthurus hepatus"
"gbif",145.698973,15.113834,21.9,"Paracanthurus hepatus"
"gbif",145.776382,16.7184,22.65,"Paracanthurus hepatus"
"gbif",145.645735,14.924998,20.15,"Paracanthurus hepatus"
"gbif",145.656083,15.052066,12.8,"Paracanthurus hepatus"
"gbif",145.630367,14.927633,13.5,"Paracanthurus hepatus"
"gbif",145.630367,14.927633,12.7,"Paracanthurus hepatus"
"gbif",145.585532,15.010917,14.65,"Paracanthurus hepatus"
"gbif",145.585532,15.010917,14.55,"Paracanthurus hepatus"
"gbif",130.64465,-2.26025,NA,"Paracanthurus hepatus"
"gbif",130.623751,-2.249608,NA,"Paracanthurus hepatus"
"gbif",123.893583,-5.775622,NA,"Paracanthurus hepatus"
"gbif",124.734742,1.619931,NA,"Paracanthurus hepatus"
"gbif",179.110488,-17.07647,NA,"Paracanthurus hepatus"
"gbif",179.923538,-16.783458,NA,"Paracanthurus hepatus"
"gbif",55.4686,-21.3495,NA,"Paracanthurus hepatus"
"gbif",147.57032,-18.6054,5,"Paracanthurus hepatus"
"gbif",35.45493,-21.48439,NA,"Paracanthurus hepatus"
"gbif",146.028845,-16.657679,NA,"Paracanthurus hepatus"
"gbif",130.1525,30.487778,NA,"Paracanthurus hepatus"
"gbif",39.383997,-5.801525,NA,"Paracanthurus hepatus"
"gbif",152.908466,-25.288066,NA,"Paracanthurus hepatus"
"gbif",35.50786,-21.31902,NA,"Paracanthurus hepatus"
"gbif",55.865689,-4.321165,NA,"Paracanthurus hepatus"
"gbif",124.090481,24.306446,NA,"Paracanthurus hepatus"
"gbif",179.10468,-17.06842,NA,"Paracanthurus hepatus"
"gbif",119.572515,-8.689442,NA,"Paracanthurus hepatus"
"gbif",-178.17426,-14.23594,5,"Paracanthurus hepatus"
"gbif",-178.174,-14.2359,8.75,"Paracanthurus hepatus"
"gbif",55.73661,-21.37035,NA,"Paracanthurus hepatus"
"gbif",55.65609,-21.36669,NA,"Paracanthurus hepatus"
"gbif",55.68264,-21.37132,NA,"Paracanthurus hepatus"
"gbif",-169.49334,-14.273857,9.1,"Paracanthurus hepatus"
"gbif",126.788447,26.29118,NA,"Paracanthurus hepatus"
"gbif",55.665199,-4.215377,NA,"Paracanthurus hepatus"
"gbif",-157.427812,1.872135,NA,"Paracanthurus hepatus"
"gbif",179.108129,-17.116486,NA,"Paracanthurus hepatus"
"gbif",179.105897,-17.070283,NA,"Paracanthurus hepatus"
"gbif",179.098605,-17.062497,NA,"Paracanthurus hepatus"
"gbif",35.42359,-21.66001,NA,"Paracanthurus hepatus"
"gbif",35.38154,-21.99125,NA,"Paracanthurus hepatus"
"gbif",32.6867,-27.532,NA,"Paracanthurus hepatus"
"gbif",123.796692,24.436835,NA,"Paracanthurus hepatus"
"gbif",132.747261,-5.61126,NA,"Paracanthurus hepatus"
"gbif",121.82209,15.586542,NA,"Paracanthurus hepatus"
"gbif",32.6854,-27.5259,NA,"Paracanthurus hepatus"
"gbif",147.1076,-15.4843,NA,"Paracanthurus hepatus"
"gbif",119.556533,-8.4756,NA,"Paracanthurus hepatus"
"gbif",119.60195,-8.537167,NA,"Paracanthurus hepatus"
"gbif",131.6519,-4.53,NA,"Paracanthurus hepatus"
"gbif",131.9969,-5.3044,NA,"Paracanthurus hepatus"
"gbif",45.27593,-12.87284,NA,"Paracanthurus hepatus"
"gbif",122.963611,24.4725,15,"Paracanthurus hepatus"
"gbif",129.5,-9.91,NA,"Paracanthurus hepatus"
"gbif",45.05137,-12.67296,NA,"Paracanthurus hepatus"
"gbif",151.94255,-23.24957,NA,"Paracanthurus hepatus"
"gbif",152.38175,-23.84867,NA,"Paracanthurus hepatus"
"gbif",152.43017,-23.89088,NA,"Paracanthurus hepatus"
"gbif",151.94255,-23.24957,5,"Paracanthurus hepatus"
"gbif",152.38175,-23.84867,5,"Paracanthurus hepatus"
"gbif",39.374882,-4.714922,NA,"Paracanthurus hepatus"
"gbif",-176.457306,0.19031,18.95,"Paracanthurus hepatus"
"gbif",-176.457306,0.19031,19.2,"Paracanthurus hepatus"
"gbif",-176.46102,0.187242,23,"Paracanthurus hepatus"
"gbif",-176.46102,0.187242,21,"Paracanthurus hepatus"
"gbif",-176.488864,0.191557,6.35,"Paracanthurus hepatus"
"gbif",-176.488864,0.191557,6.85,"Paracanthurus hepatus"
"gbif",55.2341,-21.01554,NA,"Paracanthurus hepatus"
"gbif",55.23405,-21.015,NA,"Paracanthurus hepatus"
"gbif",-176.626714,0.820899,13.5,"Paracanthurus hepatus"
"gbif",-176.626782,0.822466,15.95,"Paracanthurus hepatus"
"gbif",-162.426737,6.382461,9.9,"Paracanthurus hepatus"
"gbif",-162.426737,6.382461,9.6,"Paracanthurus hepatus"
"gbif",-169.610598,-14.151863,17.8,"Paracanthurus hepatus"
"gbif",-169.610598,-14.151863,18,"Paracanthurus hepatus"
"gbif",-169.519542,-14.224068,9,"Paracanthurus hepatus"
"gbif",-170.548823,-14.278573,9.7,"Paracanthurus hepatus"
"gbif",-170.548823,-14.278573,8.5,"Paracanthurus hepatus"
"gbif",-170.547391,-14.27903,13,"Paracanthurus hepatus"
"gbif",-170.67885,-14.241373,9.3,"Paracanthurus hepatus"
"gbif",-170.67885,-14.241373,9.4,"Paracanthurus hepatus"
"gbif",-170.545478,-14.28521,9.5,"Paracanthurus hepatus"
"gbif",-170.505099,-14.273254,22.2,"Paracanthurus hepatus"
"gbif",115.593899,-8.276666,NA,"Paracanthurus hepatus"
"gbif",134.218838,6.9869,NA,"Paracanthurus hepatus"
"gbif",134.220942,7.134422,NA,"Paracanthurus hepatus"
"gbif",32.686,-27.5231,NA,"Paracanthurus hepatus"
"gbif",32.68732,-27.52085,NA,"Paracanthurus hepatus"
"gbif",-179.056439,-17.408093,NA,"Paracanthurus hepatus"
"gbif",55.22477,-21.02551,NA,"Paracanthurus hepatus"
"gbif",55.22074,-21.0866,NA,"Paracanthurus hepatus"
"gbif",55.867957,-4.292379,NA,"Paracanthurus hepatus"
"gbif",119.711425,-8.636633,NA,"Paracanthurus hepatus"
"gbif",119.571757,-8.459459,NA,"Paracanthurus hepatus"
"gbif",145.98306,16.46667,NA,"Paracanthurus hepatus"
"gbif",115.5945,-8.2773,NA,"Paracanthurus hepatus"
"gbif",157.992092,-8.5054,NA,"Paracanthurus hepatus"
"gbif",152.714019,-24.11288,NA,"Paracanthurus hepatus"
"gbif",115.606941,-8.289789,NA,"Paracanthurus hepatus"
"gbif",145.58833,-14.52913,5,"Paracanthurus hepatus"
"gbif",145.565911,14.84366,22,"Paracanthurus hepatus"
"gbif",145.813721,17.591924,19.5,"Paracanthurus hepatus"
"gbif",55.83662,-21.16069,NA,"Paracanthurus hepatus"
"gbif",144.643855,13.230371,12,"Paracanthurus hepatus"
"gbif",144.643855,13.230371,11.4,"Paracanthurus hepatus"
"gbif",145.811546,18.149654,21.95,"Paracanthurus hepatus"
"obis",44.956794505662,-12.523654538936,25,"Paracanthurus hepatus"
"obis",145.6194241,14.95246483,27,"Paracanthurus hepatus"
"obis",127.309,-8.418,4.6,"Paracanthurus hepatus"
"obis",145.6742344,15.00330736,21.6,"Paracanthurus hepatus"
"obis",-176.4888142,0.19074119,10,"Paracanthurus hepatus"
"obis",45.249307498735,-12.887206939796,18,"Paracanthurus hepatus"
"obis",145.7671863,16.71050205,21,"Paracanthurus hepatus"
"obis",-176.4862,0.197,9,"Paracanthurus hepatus"
"obis",-169.6105979,-14.15186349,18,"Paracanthurus hepatus"
"obis",44.974827873784,-12.7996447719,15,"Paracanthurus hepatus"
"obis",145.6300411,14.93154427,12,"Paracanthurus hepatus"
"obis",145.7202338,15.10522527,22,"Paracanthurus hepatus"
"obis",145.658422,15.07773262,13,"Paracanthurus hepatus"
"obis",145.8146288,15.25671409,5.5,"Paracanthurus hepatus"
"obis",-170.5454785,-14.28520977,9.5,"Paracanthurus hepatus"
"obis",-176.48893,0.19085,15,"Paracanthurus hepatus"
"obis",44.943574731297,-12.620931815131,18,"Paracanthurus hepatus"
"obis",44.957414494376,-12.898285616633,9,"Paracanthurus hepatus"
"obis",-170.5473913,-14.27903046,13,"Paracanthurus hepatus"
"obis",145.6962937,15.11636314,7.2,"Paracanthurus hepatus"
"obis",128.125,-3.783333333,NA,"Paracanthurus hepatus"
